Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,1.660342,1.665283,1.526921,1.561512,0.469044,265858430
1985-02-01,1.556570,1.615868,1.487389,1.591161,0.482455,263516019
1985-03-01,1.605985,1.734464,1.566453,1.694932,0.513919,259807627
1985-04-01,1.694932,1.783879,1.650459,1.759171,0.533397,214798454
1985-05-01,1.764113,2.011188,1.719639,1.976597,0.599323,294141889
1985-06-01,1.986480,2.026012,1.853060,1.956831,0.597891,217135806
1985-07-01,1.951890,2.124842,1.867884,1.907416,0.582792,242340741
1985-08-01,1.917299,1.966714,1.848118,1.902475,0.585616,178400040
1985-09-01,1.907416,1.937065,1.739405,1.872826,0.576490,202669021
1985-10-01,1.877767,1.937065,1.729522,1.808586,0.556716,273793788
1985-11-01,1.813528,2.129783,1.813528,2.110017,0.649502,249798000
1985-12-01,2.105076,2.223672,1.877767,2.001305,0.620631,310053070
1986-01-01,2.001305,2.095193,1.828352,1.912358,0.593047,410769097
1986-02-01,1.912358,2.218730,1.902475,2.189081,0.684837,299755071
1986-03-01,2.198964,2.411448,2.045778,2.376858,0.743581,296266752
1986-04-01,2.376858,2.564635,2.189081,2.342268,0.732760,206068804
1986-05-01,2.337326,2.520161,2.268145,2.485571,0.777591,187339645
1986-06-01,2.490512,2.861124,2.396624,2.826534,0.890395,242687293
1986-07-01,2.821592,2.880890,2.530044,2.638757,0.831243,251874802
1986-08-01,2.638757,2.811709,2.609108,2.688172,0.852023,160414586
1986-09-01,2.693114,2.698055,2.233555,2.292853,0.726725,297005397
1986-10-01,2.312619,2.446039,2.223672,2.362034,0.748652,230775408
1986-11-01,2.371917,2.480629,2.292853,2.411448,0.764314,171582770
1986-12-01,2.401565,2.549810,2.352151,2.411448,0.769507,219556631
1987-01-01,2.416390,2.742528,2.416390,2.678289,0.854658,311831382
1987-02-01,2.663465,3.043960,2.653582,2.880890,0.925596,267462197
1987-03-01,2.880890,3.014311,2.791943,2.861124,0.919246,297463253
1987-04-01,2.836417,2.989603,2.559693,2.787002,0.895431,270897394
1987-05-01,2.782060,2.816651,2.411448,2.574518,0.827163,225658031
1987-06-01,2.594284,2.925364,2.549810,2.846300,0.920575,223925251
1987-07-01,2.851241,2.974779,2.772177,2.920422,0.944548,192285012
1987-08-01,2.905598,3.024194,2.796885,2.796885,0.910223,228463352
1987-09-01,2.801826,2.875949,2.648640,2.737587,0.890925,224717016
1987-10-01,2.727704,2.752411,1.699873,2.080368,0.677038,452307657
1987-11-01,2.070485,2.184140,1.808586,1.823411,0.593413,232070563
1987-12-01,1.858001,2.095193,1.630693,1.843177,0.605082,377479562
1988-01-01,1.877767,2.169315,1.872826,2.159432,0.708903,327259411
1988-02-01,2.169315,2.184140,1.981539,2.149549,0.705659,177656338
1988-03-01,2.134725,2.273087,2.114959,2.179198,0.722288,262595249
1988-04-01,2.184140,2.381799,2.124842,2.174257,0.720650,273275218
1988-05-01,2.174257,2.223672,1.907416,2.060602,0.682979,206918753
1988-06-01,2.085310,2.144608,1.976597,2.040836,0.683176,199775159
1988-07-01,2.030954,2.085310,1.961773,2.030954,0.679867,219637579
1988-08-01,2.040836,2.105076,1.971656,2.006246,0.678312,209387642
1988-09-01,2.001305,2.179198,1.976597,2.149549,0.726763,172035568
1988-10-01,2.164374,2.381799,2.134725,2.258262,0.763519,192866824
1988-11-01,2.263204,2.278028,2.144608,2.243438,0.758508,145621483
1988-12-01,2.243438,2.362034,2.203906,2.292853,0.782293,164742728
1989-01-01,2.282970,2.322502,2.189081,2.278028,0.777236,199499433
1989-02-01,2.268145,2.332385,2.134725,2.179198,0.750858,232166690
1989-03-01,2.194023,2.273087,2.154491,2.273087,0.783208,181169950
1989-04-01,2.278028,2.460863,2.268145,2.446039,0.842799,205780431
1989-05-01,2.431214,2.539927,2.381799,2.411448,0.830881,180717154
1989-06-01,2.411448,2.470746,2.228613,2.268145,0.788253,283150777
1989-07-01,2.278028,2.584401,2.268145,2.569576,0.893010,202959925
1989-08-01,2.564635,2.757353,2.480629,2.737587,0.960314,243587832
1989-09-01,2.752411,2.796885,2.614050,2.712880,0.951647,225055985
1989-10-01,2.698055,2.752411,2.490512,2.673348,0.937779,204786298
1989-11-01,2.698055,2.969837,2.633816,2.930305,1.027917,299256737
1989-12-01,2.930305,2.994545,2.584401,2.747470,0.971346,287453627
1990-01-01,2.752411,2.866066,2.643699,2.707938,0.957369,226449793
1990-02-01,2.727704,2.767236,2.154491,2.332385,0.824595,641015818
1990-03-01,2.342268,2.446039,2.282970,2.396624,0.854699,356539532
1990-04-01,2.302736,2.366975,2.233555,2.243438,0.800068,316662915
1990-05-01,2.243438,2.618991,2.174257,2.604167,0.928713,349565425
1990-06-01,2.628874,2.633816,2.465805,2.534986,0.913078,246744772
1990-07-01,2.549810,3.014311,2.520161,2.994545,1.078607,370831771
1990-08-01,2.984662,2.989603,2.544869,2.806768,1.010972,278865633
1990-09-01,2.791943,2.895715,2.678289,2.791943,1.013980,198947982
1990-10-01,2.841358,3.132906,2.782060,2.875949,1.044490,386082729
1990-11-01,2.900656,3.202087,2.836417,3.192204,1.159348,280325212
1990-12-01,3.211970,3.231736,3.088433,3.192204,1.168729,223553401
1991-01-01,3.177380,3.552933,2.905598,3.552933,1.300799,340094599
1991-02-01,3.547992,4.224976,3.508460,4.150854,1.519710,281916332
1991-03-01,4.131088,4.318865,3.948253,4.229918,1.558704,215828002
1991-04-01,4.249684,4.615354,4.229918,4.308982,1.587840,208212641
1991-05-01,4.299099,4.783365,4.269450,4.654886,1.715303,208488365
1991-06-01,4.575822,4.645003,4.348514,4.388046,1.626308,210681531
1991-07-01,4.437460,4.901961,4.388046,4.892078,1.813113,201378926
1991-08-01,4.882195,5.287397,4.803131,5.178684,1.919336,185253989
1991-09-01,5.198450,5.396110,4.941493,5.149035,1.918580,228425411
1991-10-01,5.168801,5.662951,5.089738,5.662951,2.110069,189403803
1991-11-01,5.662951,5.722249,5.218216,5.247865,1.955406,211101444
1991-12-01,5.178684,6.809377,5.178684,6.641366,2.486704,208169637
1992-01-01,6.522770,6.878558,5.672834,5.771664,2.161065,314417897
1992-02-01,5.742015,6.038504,5.445525,5.890259,2.205470,293700472
1992-03-01,5.929791,5.969323,5.346695,5.494940,2.067932,249065681
1992-04-01,5.475174,5.910025,5.149035,5.653068,2.127443,242660734
1992-05-01,5.662951,5.949557,5.455408,5.900142,2.220423,178539169
1992-06-01,5.850727,5.910025,5.277514,5.771664,2.183294,221880069
1992-07-01,5.791429,6.255930,5.791429,6.196632,2.344050,198627986
1992-08-01,6.157100,6.582068,6.068153,6.107685,2.310403,198710198
1992-09-01,6.087919,6.453590,5.811195,5.910025,2.246238,214459489
1992-10-01,5.929791,6.058270,5.494940,5.979206,2.272530,209153650
1992-11-01,5.969323,6.325111,5.742015,6.176866,2.347655,171892644
1992-12-01,6.107685,6.315228,5.732132,5.732132,2.189284,219944925
1993-01-01,5.732132,5.751898,4.822897,5.218216,1.993002,387152750
1993-02-01,5.267631,5.287397,4.150854,4.615354,1.762752,479259280
1993-03-01,4.664769,5.040323,4.506641,4.921727,1.892329,409533387
1993-04-01,4.921727,5.425759,4.546173,5.396110,2.074723,379902916
1993-05-01,5.455408,5.830961,5.366461,5.672834,2.181119,256235833
1993-06-01,5.682717,5.979206,5.277514,5.297280,2.049129,279327284
1993-07-01,5.218216,5.237982,4.674652,4.704301,1.819750,272614992
1993-08-01,4.724067,5.079855,4.397929,4.981025,1.926794,286814901
1993-09-01,4.951376,5.158918,4.635120,4.704301,1.832686,233134258
1993-10-01,4.714184,5.129269,4.565939,4.921727,1.917390,252215033
1993-11-01,4.921727,5.415876,4.872312,5.257748,2.048297,235025136
1993-12-01,5.317046,5.564121,5.079855,5.455408,2.139339,147307462
1994-01-01,5.455408,5.524589,4.803131,5.109503,2.003692,300511419
1994-02-01,5.119386,5.129269,4.447343,4.585705,1.798285,310108723
1994-03-01,4.585705,4.625237,4.200269,4.269450,1.687055,272813564
1994-04-01,4.210152,4.733950,4.210152,4.664769,1.843264,187517983
1994-05-01,4.664769,5.099620,4.664769,5.040323,1.991661,198373764
1994-06-01,5.010674,5.119386,4.832780,4.990908,1.987837,138983813
1994-07-01,5.010674,5.020557,4.674652,4.901961,1.952411,117884421
1994-08-01,4.882195,5.504823,4.852546,5.396110,2.149227,272300055
1994-09-01,5.376344,5.574004,5.050206,5.465291,2.193408,204709143
1994-10-01,5.494940,5.919908,5.376344,5.860610,2.352064,271777695
1994-11-01,5.830961,6.176866,5.712366,6.117568,2.455189,241153094
1994-12-01,6.078036,6.275696,5.811195,6.107685,2.466918,188816933
1995-01-01,6.078036,6.463472,5.890259,6.463472,2.610622,219933542
1995-02-01,6.463472,6.591951,6.275696,6.562302,2.650539,187080362
1995-03-01,6.552419,7.115750,6.334994,6.779728,2.755832,308236819
1995-04-01,6.779728,7.175047,6.730313,6.848909,2.783956,209897354
1995-05-01,6.839026,7.066335,6.364643,6.967505,2.832161,290867320
1995-06-01,6.957622,7.501186,6.927973,7.283760,2.978440,172320147
1995-07-01,7.372707,8.123814,6.878558,8.005218,3.273454,198404751
1995-08-01,7.965686,8.163346,7.491303,7.807559,3.192630,163625282
1995-09-01,7.570367,8.578431,7.352941,8.440070,3.468827,211844514
