Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,4.827827,5.519815,4.522064,5.519815,2.647017,174875276
1985-02-01,5.374980,5.632464,5.181867,5.503722,2.639300,124110972
1985-03-01,5.552001,5.696835,5.181867,5.326702,2.554411,115068861
1985-04-01,5.294516,5.761206,5.181867,5.552001,2.683079,88180984
1985-05-01,5.552001,5.986505,5.374980,5.922134,2.861950,122704284
1985-06-01,6.018690,6.356638,5.857763,6.115247,2.955274,131982528
1985-07-01,6.147432,6.227896,5.423259,5.696835,2.771450,113401960
1985-08-01,5.761206,5.825577,5.310609,5.310609,2.583557,90254123
1985-09-01,5.326702,5.552001,5.165774,5.342795,2.599215,111527671
1985-10-01,5.326702,5.922134,5.230145,5.857763,2.873138,120468031
1985-11-01,5.825577,6.372731,5.471537,6.292267,3.086255,192345092
1985-12-01,6.276175,7.080812,6.195711,6.823328,3.346733,159491802
1986-01-01,6.791143,7.579688,6.501473,7.241740,3.575390,134978440
1986-02-01,7.241740,8.609624,6.855514,8.464789,4.179234,124835676
1986-03-01,8.593531,9.028036,8.400418,8.851015,4.369920,122208719
1986-04-01,8.818830,8.867108,7.676244,7.740615,3.840901,166327951
1986-05-01,7.740615,8.239491,7.290018,8.046378,3.992621,139847868
1986-06-01,8.046378,8.142934,7.467038,8.046378,3.992621,126207414
1986-07-01,8.014192,8.110749,7.402667,7.724523,3.854268,120682410
1986-08-01,7.724523,8.496975,7.386575,8.480882,4.231664,98393655
1986-09-01,8.513068,8.545253,6.919885,7.241740,3.613378,138771299
1986-10-01,7.273925,7.724523,7.161276,7.547502,3.789046,100885459
1986-11-01,7.579688,7.676244,7.016441,7.402667,3.716337,93291204
1986-12-01,7.306111,7.982007,7.177369,7.290018,3.659786,196576034
1987-01-01,7.354389,9.382076,7.338296,8.754459,4.422071,209515084
1987-02-01,8.706181,9.687839,8.561346,9.526911,4.812252,148429371
1987-03-01,9.752210,10.460291,9.333798,9.575189,4.836639,230633284
1987-04-01,9.462540,9.720024,8.303862,8.770552,4.452282,205430172
1987-05-01,8.754459,9.011943,7.595780,8.690088,4.411430,115724049
1987-06-01,8.883201,9.526911,8.496975,8.818830,4.476783,101705313
1987-07-01,8.722273,9.623468,8.239491,9.494726,4.845210,124323025
1987-08-01,9.301613,10.267178,9.172870,9.559097,4.878056,119454373
1987-09-01,9.591282,9.784395,8.883201,9.237241,4.713813,105458169
1987-10-01,9.365984,9.687839,5.342795,6.211804,3.201235,198101953
1987-11-01,6.179618,7.112998,5.503722,5.761206,2.984346,104061966
1987-12-01,5.889948,6.243989,5.342795,5.889948,3.051038,116348161
1988-01-01,5.954319,6.919885,5.954319,6.758957,3.530512,101994653
1988-02-01,6.823328,6.919885,6.308360,6.694586,3.526178,68463263
1988-03-01,6.758957,7.241740,6.083061,6.276175,3.305794,101861053
1988-04-01,6.211804,6.855514,6.050876,6.179618,3.254935,87602698
1988-05-01,6.115247,6.533659,5.889948,6.501473,3.451363,68677642
1988-06-01,6.565844,7.145183,6.565844,7.080812,3.758912,88120788
1988-07-01,7.016441,7.306111,6.694586,7.241740,3.844343,59913995
1988-08-01,7.338296,7.821079,7.016441,7.370482,3.939908,105991796
1988-09-01,7.338296,7.692337,6.855514,7.209554,3.853881,72858871
1988-10-01,7.145183,7.756708,6.984256,6.984256,3.733449,71092939
1988-11-01,7.048627,7.177369,6.662401,6.952070,3.741633,62300939
1988-12-01,6.919885,7.306111,6.823328,6.855514,3.689668,58160491
1989-01-01,6.887699,7.917636,6.791143,7.917636,4.294556,81407747
1989-02-01,7.917636,8.207305,7.434853,7.595780,4.119977,69885097
1989-03-01,7.660151,8.175120,7.531409,8.142934,4.416756,102775671
1989-04-01,8.142934,8.754459,8.046378,8.368233,4.538958,72054940
1989-05-01,8.303862,8.818830,7.982007,8.336047,4.551727,80321469
1989-06-01,8.336047,9.108499,8.336047,8.561346,4.674747,75885466
1989-07-01,8.625717,9.655653,8.464789,9.591282,5.269669,58743824
1989-08-01,9.720024,9.945323,9.365984,9.559097,5.251987,71889106
1989-09-01,9.591282,9.720024,9.140685,9.301613,5.110518,54828632
1989-10-01,9.269427,10.138436,8.818830,9.365984,5.145887,88753057
1989-11-01,9.333798,9.462540,8.496975,9.140685,5.051466,88472653
1989-12-01,9.205056,9.333798,7.885450,8.979757,4.962533,73992924
1990-01-01,8.915386,9.076314,7.499224,7.660151,4.262103,87968545
1990-02-01,7.692337,7.853265,7.016441,7.499224,4.172565,91299236
1990-03-01,7.467038,7.563595,6.565844,6.630215,3.689045,148457719
1990-04-01,6.630215,7.595780,6.565844,6.984256,3.886035,81011220
1990-05-01,6.984256,7.917636,6.758957,7.531409,4.228237,95629211
1990-06-01,7.627966,8.239491,7.563595,7.917636,4.445070,122965270
1990-07-01,7.949821,8.239491,7.306111,7.499224,4.241894,82101773
1990-08-01,7.499224,7.531409,5.664650,6.211804,3.513672,122125994
1990-09-01,6.083061,6.340546,5.020940,5.439351,3.076741,69512256
1990-10-01,5.568093,5.922134,4.505971,4.860012,2.749040,110869766
1990-11-01,4.892198,5.857763,4.666899,5.278424,3.018576,106689315
1990-12-01,5.278424,6.115247,5.020940,5.310609,3.036982,105733915
1991-01-01,5.278424,5.922134,4.892198,5.857763,3.387662,122341155
1991-02-01,5.922134,6.984256,5.696835,6.179618,3.573795,123007992
1991-03-01,6.179618,7.788894,6.115247,7.434853,4.299723,150213948
1991-04-01,7.209554,7.821079,6.437102,6.437102,3.722704,169408919
1991-05-01,6.662401,6.952070,5.793392,6.598030,3.846409,165171767
1991-06-01,6.662401,6.662401,5.793392,5.793392,3.377336,94084263
1991-07-01,5.986505,6.694586,5.600279,6.533659,3.847360,116057658
1991-08-01,6.565844,7.080812,6.179618,6.823328,4.017931,111465141
1991-09-01,6.758957,6.887699,6.469288,6.598030,3.885261,94294762
1991-10-01,6.662401,6.791143,4.763456,4.892198,2.908613,221527093
1991-11-01,4.924383,5.149682,4.699085,4.892198,2.908613,127819552
1991-12-01,4.860012,5.471537,4.634714,5.278424,3.138241,141122508
1992-01-01,5.278424,6.018690,5.149682,5.310609,3.195882,160379622
1992-02-01,5.374980,5.729021,5.278424,5.407166,3.253987,100373194
1992-03-01,5.407166,6.243989,5.342795,5.889948,3.544523,137780167
1992-04-01,5.825577,6.115247,5.535908,5.793392,3.524312,115230424
1992-05-01,5.857763,5.986505,5.632464,5.857763,3.563471,81098605
1992-06-01,5.857763,6.340546,5.825577,5.986505,3.641787,124631394
1992-07-01,5.986505,6.340546,5.793392,5.922134,3.641575,92208807
1992-08-01,5.889948,5.922134,5.214053,5.374980,3.305126,73284529
1992-09-01,5.407166,5.857763,5.374980,5.632464,3.463456,81265219
1992-10-01,5.600279,5.632464,5.149682,5.503722,3.423190,89967116
1992-11-01,5.535908,6.018690,5.310609,5.889948,3.663415,78764480
1992-12-01,5.889948,6.533659,5.761206,6.404917,3.983715,126464905
1993-01-01,6.404917,6.855514,5.761206,5.986505,3.723472,185371460
1993-02-01,6.437102,6.533659,5.986505,6.308360,3.963493,157011261
1993-03-01,6.308360,7.467038,6.243989,6.984256,4.388152,164583377
1993-04-01,6.952070,7.660151,6.823328,7.209554,4.570885,115972603
1993-05-01,7.145183,7.499224,6.952070,7.402667,4.693319,78054922
1993-06-01,7.402667,8.336047,7.048627,8.303862,5.264683,118146721
1993-07-01,8.239491,8.818830,7.853265,8.400418,5.325899,108663027
1993-08-01,8.432604,8.851015,8.303862,8.368233,5.348276,101043528
1993-09-01,8.368233,9.430355,8.368233,9.237241,5.903671,122749335
1993-10-01,9.140685,9.333798,7.949821,8.303862,5.307138,114355418
1993-11-01,8.303862,8.336047,7.660151,8.078563,5.199893,96016808
1993-12-01,8.142934,8.336047,7.724523,7.949821,5.117026,85219635
1994-01-01,7.724523,8.529160,7.370482,8.400418,5.407062,210774971
1994-02-01,8.336047,8.496975,7.467038,7.531409,4.887282,119076098
1994-03-01,7.499224,7.917636,6.791143,7.145183,4.636651,169343671
1994-04-01,6.823328,7.853265,6.758957,7.627966,4.949939,110088745
1994-05-01,7.692337,8.060054,7.273925,8.060054,5.277877,86743822
1994-06-01,8.169467,8.424763,7.476521,7.512992,4.919652,108153205
1994-07-01,7.476521,7.914171,7.367108,7.731817,5.062943,76728093
1994-08-01,7.658875,8.351821,7.658875,8.205938,5.420773,96270078
1994-09-01,8.169467,9.336533,8.132996,8.862413,5.854433,156637494
1994-10-01,8.825942,9.117708,8.570646,9.008296,5.950805,105458243
1994-11-01,8.935354,9.227121,8.205938,8.643588,5.752488,124929625
1994-12-01,8.643588,8.753000,8.278879,8.607117,5.728220,75381811
1995-01-01,8.570646,9.190650,8.461233,9.190650,6.163785,111991888
1995-02-01,9.190650,10.065950,9.190650,9.810654,6.579595,152707985
1995-03-01,9.737713,10.503600,9.300063,10.175363,6.824193,125373815
1995-04-01,10.175363,10.467129,9.993008,10.138892,6.799734,80307666
1995-05-01,10.065950,10.503600,9.993008,10.357717,6.991595,115902891
1995-06-01,10.430658,10.795367,9.956538,10.284775,6.942360,111144293
1995-07-01,10.248304,11.305958,10.138892,11.233017,7.582437,102404777
1995-08-01,11.269488,11.889492,11.087133,11.780079,8.002974,89934533
1995-09-01,11.780079,13.165971,11.743608,12.947146,8.795838,97978637
1995-10-01,12.874204,13.165971,11.233017,11.853021,8.052526,104372788
1995-11-01,11.780079,12.983617,11.743608,12.400083,8.468629,69700217
1995-12-01,12.363613,13.165971,11.707138,12.071846,8.244458,70465212
1996-01-01,12.144788,13.603621,11.269488,13.421267,9.166040,158993486
1996-02-01,13.348325,13.968329,12.983617,13.384796,9.190967,114664574
1996-03-01,13.603621,14.661275,12.874204,14.405979,9.892183,101411174
1996-04-01,14.478921,14.807158,13.165971,14.150683,9.716878,82197189
1996-05-01,14.077742,14.223625,13.238913,13.348325,9.207143,85864159
1996-06-01,13.348325,13.931858,12.655379,13.020088,8.980743,86715183
1996-07-01,13.093029,13.202442,11.488313,12.764792,8.804650,84415401
1996-08-01,12.801263,13.457738,12.655379,12.764792,8.848649,60168285
1996-09-01,12.473025,13.676563,12.436554,13.494208,9.354284,76799384
1996-10-01,13.457738,14.004800,13.238913,13.713033,9.505977,73791500
1996-11-01,13.713033,15.755400,13.603621,15.244808,10.618245,86609618
1996-12-01,15.098925,17.615414,14.697746,16.484818,11.481932,107235003
1997-01-01,16.338934,18.636597,15.645988,18.126003,12.674743,147928824
1997-02-01,18.089533,20.423668,17.469528,19.147188,13.388810,111516510
1997-03-01,18.964832,19.840134,17.433058,17.469528,12.215702,95935222
1997-04-01,17.469528,19.548367,16.776583,19.183659,13.414313,96703987
1997-05-01,19.256599,20.751904,19.001305,20.277782,14.232103,82478236
1997-06-01,20.423668,23.268393,19.767193,21.736616,15.255996,119695305
1997-07-01,21.663675,24.563107,21.499556,24.435457,17.150200,126571004
1997-08-01,24.326046,24.873108,22.684858,22.684858,15.969758,85770933
1997-09-01,22.757799,24.143692,22.320150,23.888395,16.817030,76141668
1997-10-01,23.961338,25.256052,21.007200,22.757799,16.021101,93573746
1997-11-01,23.049566,23.669571,22.156031,23.013096,16.245478,73089571
1997-12-01,23.341333,26.696650,23.213684,26.040174,18.382359,98374499
1998-01-01,25.967234,26.167824,22.867212,24.417223,17.281496,83458814
1998-02-01,24.581343,26.441355,24.581343,26.277235,18.597948,77301496
1998-03-01,26.204294,28.629604,26.167824,26.787827,18.959320,83972239
1998-04-01,27.079594,31.693153,26.806063,29.814905,21.101770,145375072
1998-05-01,29.814905,31.109621,28.884899,29.942554,21.237734,84345822
1998-06-01,29.942554,33.261398,29.158430,33.188457,23.539984,95786473
1998-07-01,33.261398,34.610821,30.507853,32.203747,22.887651,82895351
1998-08-01,32.094334,32.623161,22.739565,22.757799,16.174282,160544041
1998-09-01,22.903683,25.821350,19.840134,22.648388,16.096525,245487261
1998-10-01,22.028383,26.988417,19.548367,25.702820,18.267357,202531360
1998-11-01,26.404882,31.820803,26.040174,29.194902,20.815201,112066262
1998-12-01,28.921371,30.890797,26.623709,29.906082,21.322254,89053010
1999-01-01,29.833141,31.766096,27.681362,30.015495,21.400267,103778135
1999-02-01,30.343733,33.024342,27.754305,31.656683,22.621511,110190107
1999-03-01,32.094334,37.820255,31.291975,34.355526,24.550068,136923798
1999-04-01,34.939056,41.613220,34.537880,38.130257,27.297251,130930994
1999-05-01,37.637901,39.461441,33.407284,35.322002,25.286840,124750714
1999-06-01,35.230824,38.987320,33.553165,37.966137,27.179766,108124414
1999-07-01,38.367317,42.014400,37.747314,38.440258,27.568068,125953388
1999-08-01,38.513199,43.947353,35.559063,40.117916,28.771231,162991891
1999-09-01,40.555569,41.832047,38.184963,39.388500,28.248104,128186336
1999-10-01,38.804966,46.974434,38.002609,44.932068,32.223782,187830914
1999-11-01,43.764999,46.755608,42.032635,44.084122,31.666304,133655432
1999-12-01,43.764999,49.272095,43.546173,48.506207,34.842751,110973610
2000-01-01,47.995617,48.360325,42.452049,48.068558,34.528381,156897979
2000-02-01,48.013851,49.454449,36.179066,39.151440,28.164963,193839486
2000-03-01,39.972034,45.898544,34.866116,43.454998,31.260887,222497658
2000-04-01,43.692059,46.609726,38.458492,43.619118,31.378948,175119046
2000-05-01,43.655586,47.594437,40.847332,47.266201,34.061203,111885754
2000-06-01,47.102081,50.056217,44.640301,45.625011,32.878506,85592140
2000-07-01,44.530888,52.299175,44.366768,49.618568,35.756382,76437336
2000-08-01,49.892101,52.900944,48.797974,51.656376,37.281815,77582770
2000-09-01,52.080349,54.487427,48.907387,53.174477,38.377476,65078486
2000-10-01,53.393299,55.143902,44.312061,52.518002,37.903687,113792645
2000-11-01,52.408588,53.776245,43.819706,48.086796,34.750767,84737347
2000-12-01,49.235626,50.822105,44.585594,48.086796,34.750767,100405233
2001-01-01,47.703850,49.946808,38.677319,41.226631,29.793150,190624471
2001-02-01,41.226631,43.721233,36.666317,38.408165,27.799093,111417571
2001-03-01,38.058044,39.537300,29.760201,36.149891,26.164600,208519366
2001-04-01,33.217636,39.388500,31.475788,37.147732,26.886826,140443164
2001-05-01,36.928905,40.745216,35.449650,36.867638,26.740406,120791957
2001-06-01,36.867638,37.681664,33.375191,33.961639,24.632669,126568262
2001-07-01,34.136700,35.712238,32.035980,35.300850,25.603996,101112074
2001-08-01,35.344612,36.692577,31.073151,31.878426,23.168598,100526333
2001-09-01,31.598330,32.604923,21.182261,25.436218,18.486523,208373928
2001-10-01,25.296169,28.175907,23.361757,25.760078,18.721909,156554667
2001-11-01,25.506243,30.863077,25.226147,28.806124,20.993618,116397235
2001-12-01,28.315954,31.808401,27.773270,31.239456,22.767014,113448532
2002-01-01,31.204445,33.383942,29.200008,31.379505,22.869081,113562435
2002-02-01,30.793055,32.561161,28.464756,31.904684,23.304060,106069692
2002-03-01,31.913439,37.375309,31.642096,35.852287,26.187504,125176627
